Series,Episode,Task,Description,Contestant,Score
Series 2,Episode 1: Fear of failure. (21 June 2016),4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English.,Joe Wilkinson,1
Series 2,Episode 1: Fear of failure. (21 June 2016),5,Live: Pack for your holiday. All items must either be packed in your hand luggage or worn on your body.,Joe Wilkinson,0
Series 2,Episode 2: Pork is a sausage. (28 June 2016),1,Prize: Trendiest item of clothing.,Joe Wilkinson,2
Series 2,Episode 2: Pork is a sausage. (28 June 2016),2,Eat me (an egg). Fastest wins.,Joe Wilkinson,2
Series 2,Episode 2: Pork is a sausage. (28 June 2016),3,Make the best music video for a nursery rhyme.,Joe Wilkinson,2
Series 2,Episode 2: Pork is a sausage. (28 June 2016),4,"Using this camera, take a picture of an inanimate object that looks like you.",Joe Wilkinson,2
Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Bonus: Make the pizza person say the word ""bubbles"".",1,Joe Wilkinson,0
Series 2,Episode 2: Pork is a sausage. (28 June 2016),6,"Live: Using these big chopsticks, get these potatoes into your basket. You must only hold the big chopsticks on the grips provided. The big chopsticks alone may touch the potatoes in turn. Whoever has the most potatoes.",Joe Wilkinson,0
Series 2,Episode 3: A pistachio eclair. (5 July 2016),1,Prize: Best dinner party guest.,Joe Wilkinson,5
Series 2,Episode 3: A pistachio eclair. (5 July 2016),2,Impress this mayor.,Joe Wilkinson,3
Series 2,Episode 3: A pistachio eclair. (5 July 2016),3,Make the most unexpected silhouette on this screen.,Joe Wilkinson,3
Series 2,Episode 3: A pistachio eclair. (5 July 2016),4,Buy a gift for the Taskmaster.,Joe Wilkinson,2
Series 2,Episode 3: A pistachio eclair. (5 July 2016),5,"Team: Put on this blindfold, then instruct only the person closest to you to open their task.",Joe Wilkinson,-
Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Put the earplugs in your ears and the ear protectors over the earplugs, then continue reading. You must remain within your bandstand. Instruct the next person to open their task.",-,Joe Wilkinson,-
Series 2,Episode 3: A pistachio eclair. (5 July 2016),Team: Do not read this out loud. Get a potato.,-,Joe Wilkinson,5[1]
Series 2,Episode 3: A pistachio eclair. (5 July 2016),6,Live: Throw the rabbits into your hat.,Joe Wilkinson,12
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),1,Prize: Coolest blue thing.,Joe Wilkinson,4
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),2,Rescue the cat.,Joe Wilkinson,3
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),3,Conceal this pineapple on your person. No part of the pineapple may be thrown away.,Joe Wilkinson,1
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),4,Set a fun task. Your task must take no more than one minute.,Joe Wilkinson,0
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Guess who set you each task.,-,Joe Wilkinson,4
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),5,"Team: Using only the items on the rug, construct the best thing for the Taskmaster.",Joe Wilkinson,4
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),6,Live: Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the tabletop to the highest potato point.,Joe Wilkinson,0
Series 2,Episode 5: There's strength in arches. (19 July 2016),1,Prize: Best piece of memorabilia.,Joe Wilkinson,1
Series 2,Episode 5: There's strength in arches. (19 July 2016),2,Get all this shopping into the shopping trolley.,Joe Wilkinson,5
Series 2,Episode 5: There's strength in arches. (19 July 2016),3,Team: Make the best stop-motion film starring this potato.,Joe Wilkinson,2
Series 2,Episode 5: There's strength in arches. (19 July 2016),4,Make a bridge over the river using only items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house.,Joe Wilkinson,3
Series 2,Episode 5: There's strength in arches. (19 July 2016),5,"Live: Put on a pair of food handling gloves, eat a whole banana correctly, put on a tie, and clap as many times as possible.",Joe Wilkinson,0
Series 2,Episode 1: Fear of failure. (21 June 2016),1,Prize: Most important document.,Jon Richardson,2
Series 2,Episode 1: Fear of failure. (21 June 2016),2,Place these three exercise balls on the yoga mat on the top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat.,Jon Richardson,4
Series 2,Episode 1: Fear of failure. (21 June 2016),3,Get this potato into the golf hole. You may not touch the red green.,Jon Richardson,5
Series 2,Episode 1: Fear of failure. (21 June 2016),4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English.,Jon Richardson,3
Series 2,Episode 1: Fear of failure. (21 June 2016),5,Live: Pack for your holiday. All items must either be packed in your hand luggage or worn on your body.,Jon Richardson,4
Series 2,Episode 2: Pork is a sausage. (28 June 2016),1,Prize: Trendiest item of clothing.,Jon Richardson,3
Series 2,Episode 2: Pork is a sausage. (28 June 2016),2,Eat me (an egg). Fastest wins.,Jon Richardson,3
Series 2,Episode 2: Pork is a sausage. (28 June 2016),3,Make the best music video for a nursery rhyme.,Jon Richardson,5
Series 2,Episode 2: Pork is a sausage. (28 June 2016),4,"Using this camera, take a picture of an inanimate object that looks like you.",Jon Richardson,4
Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Bonus: Make the pizza person say the word ""bubbles"".",1,Jon Richardson,1
Series 2,Episode 2: Pork is a sausage. (28 June 2016),6,"Live: Using these big chopsticks, get these potatoes into your basket. You must only hold the big chopsticks on the grips provided. The big chopsticks alone may touch the potatoes in turn. Whoever has the most potatoes.",Jon Richardson,5
Series 2,Episode 3: A pistachio eclair. (5 July 2016),1,Prize: Best dinner party guest.,Jon Richardson,1
Series 2,Episode 3: A pistachio eclair. (5 July 2016),2,Impress this mayor.,Jon Richardson,1
Series 2,Episode 3: A pistachio eclair. (5 July 2016),3,Make the most unexpected silhouette on this screen.,Jon Richardson,5
Series 2,Episode 3: A pistachio eclair. (5 July 2016),4,Buy a gift for the Taskmaster.,Jon Richardson,1
Series 2,Episode 3: A pistachio eclair. (5 July 2016),5,"Team: Put on this blindfold, then instruct only the person closest to you to open their task.",Jon Richardson,-
Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Put the earplugs in your ears and the ear protectors over the earplugs, then continue reading. You must remain within your bandstand. Instruct the next person to open their task.",-,Jon Richardson,-
Series 2,Episode 3: A pistachio eclair. (5 July 2016),Team: Do not read this out loud. Get a potato.,-,Jon Richardson,0
Series 2,Episode 3: A pistachio eclair. (5 July 2016),6,Live: Throw the rabbits into your hat.,Jon Richardson,4
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),1,Prize: Coolest blue thing.,Jon Richardson,5
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),2,Rescue the cat.,Jon Richardson,2
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),3,Conceal this pineapple on your person. No part of the pineapple may be thrown away.,Jon Richardson,5
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),4,Set a fun task. Your task must take no more than one minute.,Jon Richardson,-
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Guess who set you each task.,-,Jon Richardson,-
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),5,"Team: Using only the items on the rug, construct the best thing for the Taskmaster.",Jon Richardson,1
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),6,Live: Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the tabletop to the highest potato point.,Jon Richardson,0
Series 2,Episode 5: There's strength in arches. (19 July 2016),1,Prize: Best piece of memorabilia.,Jon Richardson,3
Series 2,Episode 5: There's strength in arches. (19 July 2016),2,Get all this shopping into the shopping trolley.,Jon Richardson,DQ
Series 2,Episode 5: There's strength in arches. (19 July 2016),3,Team: Make the best stop-motion film starring this potato.,Jon Richardson,3
Series 2,Episode 5: There's strength in arches. (19 July 2016),4,Make a bridge over the river using only items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house.,Jon Richardson,5
Series 2,Episode 5: There's strength in arches. (19 July 2016),5,"Live: Put on a pair of food handling gloves, eat a whole banana correctly, put on a tie, and clap as many times as possible.",Jon Richardson,2
Series 2,Episode 1: Fear of failure. (21 June 2016),1,Prize: Most important document.,Katherine Ryan,3
Series 2,Episode 1: Fear of failure. (21 June 2016),2,Place these three exercise balls on the yoga mat on the top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat.,Katherine Ryan,3
Series 2,Episode 1: Fear of failure. (21 June 2016),3,Get this potato into the golf hole. You may not touch the red green.,Katherine Ryan,3
Series 2,Episode 1: Fear of failure. (21 June 2016),4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English.,Katherine Ryan,5
Series 2,Episode 1: Fear of failure. (21 June 2016),5,Live: Pack for your holiday. All items must either be packed in your hand luggage or worn on your body.,Katherine Ryan,3
Series 2,Episode 2: Pork is a sausage. (28 June 2016),1,Prize: Trendiest item of clothing.,Katherine Ryan,4
Series 2,Episode 2: Pork is a sausage. (28 June 2016),2,Eat me (an egg). Fastest wins.,Katherine Ryan,0
Series 2,Episode 2: Pork is a sausage. (28 June 2016),3,Make the best music video for a nursery rhyme.,Katherine Ryan,4
Series 2,Episode 2: Pork is a sausage. (28 June 2016),4,"Using this camera, take a picture of an inanimate object that looks like you.",Katherine Ryan,3
Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Bonus: Make the pizza person say the word ""bubbles"".",1,Katherine Ryan,0
Series 2,Episode 2: Pork is a sausage. (28 June 2016),6,"Live: Using these big chopsticks, get these potatoes into your basket. You must only hold the big chopsticks on the grips provided. The big chopsticks alone may touch the potatoes in turn. Whoever has the most potatoes.",Katherine Ryan,4
Series 2,Episode 3: A pistachio eclair. (5 July 2016),1,Prize: Best dinner party guest.,Katherine Ryan,4
Series 2,Episode 3: A pistachio eclair. (5 July 2016),2,Impress this mayor.,Katherine Ryan,5
Series 2,Episode 3: A pistachio eclair. (5 July 2016),3,Make the most unexpected silhouette on this screen.,Katherine Ryan,2
Series 2,Episode 3: A pistachio eclair. (5 July 2016),4,Buy a gift for the Taskmaster.,Katherine Ryan,4
Series 2,Episode 3: A pistachio eclair. (5 July 2016),5,"Team: Put on this blindfold, then instruct only the person closest to you to open their task.",Katherine Ryan,-
Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Put the earplugs in your ears and the ear protectors over the earplugs, then continue reading. You must remain within your bandstand. Instruct the next person to open their task.",-,Katherine Ryan,5[1]
Series 2,Episode 3: A pistachio eclair. (5 July 2016),Team: Do not read this out loud. Get a potato.,-,Katherine Ryan,-
Series 2,Episode 3: A pistachio eclair. (5 July 2016),6,Live: Throw the rabbits into your hat.,Katherine Ryan,15
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),1,Prize: Coolest blue thing.,Katherine Ryan,2
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),2,Rescue the cat.,Katherine Ryan,5
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),3,Conceal this pineapple on your person. No part of the pineapple may be thrown away.,Katherine Ryan,4
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),4,Set a fun task. Your task must take no more than one minute.,Katherine Ryan,0
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Guess who set you each task.,-,Katherine Ryan,-
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),5,"Team: Using only the items on the rug, construct the best thing for the Taskmaster.",Katherine Ryan,4
Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),6,Live: Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the tabletop to the highest potato point.,Katherine Ryan,0
Series 2,Episode 5: There's strength in arches. (19 July 2016),1,Prize: Best piece of memorabilia.,Katherine Ryan,4
Series 2,Episode 5: There's strength in arches. (19 July 2016),2,Get all this shopping into the shopping trolley.,Katherine Ryan,3
Series 2,Episode 5: There's strength in arches. (19 July 2016),3,Team: Make the best stop-motion film starring this potato.,Katherine Ryan,2
Series 2,Episode 5: There's strength in arches. (19 July 2016),4,Make a bridge over the river using only items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house.,Katherine Ryan,1
Series 2,Episode 5: There's strength in arches. (19 July 2016),5,"Live: Put on a pair of food handling gloves, eat a whole banana correctly, put on a tie, and clap as many times as possible.",Katherine Ryan,3
Series 2,Episode 1: Fear of failure. (21 June 2016),1,Prize: Most important document.,Richard Osman,2
Series 2,Episode 1: Fear of failure. (21 June 2016),2,Place these three exercise balls on the yoga mat on the top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat.,Richard Osman,5
Series 2,Episode 1: Fear of failure. (21 June 2016),3,Get this potato into the golf hole. You may not touch the red green.,Richard Osman,4
